Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare
0,2,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,-0.05890323597896886,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,2,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,-0.5039764336651963,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,3,-1.1036853643239128,-0.47454519624983954,-0.4736736092984604,-0.674158729900481,-0.5609748304808925,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.2663425623301974,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-1.6416342675729512,2.2474704895351842,0.7676298785983874,-0.22751750510240507,1.9195639980971482,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,3,0.6638610320657843,0.4327933656785018,5.73284383018578,0.1255453680621504,3.1598334123861687,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.7016916426373474,-0.5609748304808925,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,-0.7962859910387481,2.2474704895351842,2.0089333664952354,2.8881369597604487,2.5396987052416584,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.6792941898737835,-0.5609748304808925,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.678725865636738,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,1.0760834758870417e-05,-0.5609748304808925,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,2.8881369597604487,0.059159876663617626,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.6837175327307882,-0.5609748304808925,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,2,2.8156566450619374,-0.47454519624983954,-0.4736736092984604,-0.5895674332202401,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,1.8641827311436117,0.059159876663617626,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,0.9712604053509489,0.4327933656785018,-0.4736736092984604,0.8312431593934861,0.059159876663617626,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.7015478497580949,-0.5609748304808925,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.6734466127841829,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.8731358343600393,1.340131927606843,-0.4736736092984604,-0.3327944345551089,0.6792945838081278,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,3,-1.180535207645204,0.4327933656785018,-0.4736736092984604,-0.5641742954722496,0.059159876663617626,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,0.8175607187083667,0.4327933656785018,-0.4736736092984604,-0.624659743037808,0.059159876663617626,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,2,-0.1814872444684187,0.4327933656785018,-0.4736736092984604,-0.23008523508905634,0.059159876663617626,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.678725865636738,-0.5609748304808925,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2,-2.025883484179407,0.4327933656785018,2.0089333664952354,0.47447248412820614,1.299429290952638,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.6792941898737835,-0.5609748304808925,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.6734466127841829,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.4183854341101526,0.059159876663617626,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.6837175327307882,-0.5609748304808925,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,3,-0.10463740114712752,1.340131927606843,-0.4736736092984604,-0.20683187232994202,0.6792945838081278,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,-0.8731358343600393,0.4327933656785018,-0.4736736092984604,-0.3396417145195123,0.059159876663617626,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,3,-1.7184841108942424,3.1548090514635256,0.7676298785983874,0.40970748658489564,2.5396987052416584,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,3,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.6820057127396874,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,1,1.5092093085999871,0.4327933656785018,-0.4736736092984604,1.6778819378721215,0.059159876663617626,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,2,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,-0.05890323597896886,0.059159876663617626,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,1,2.738806801740646,-0.47454519624983954,0.7676298785983874,1.172895040497363,0.059159876663617626,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.2663425623301974,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,2,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.5895674332202401,-0.5609748304808925,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,3,-0.06621247948648194,-0.47454519624983954,-0.4736736092984604,-0.7015478497580949,-0.5609748304808925,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2,-1.8721837975368247,0.4327933656785018,2.0089333664952354,0.0010104637095617625,1.299429290952638,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,3,-1.4110847376090776,4.0621476133918675,2.0089333664952354,0.6566375203011968,3.779968119530679,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,3,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.7015478497580949,-0.5609748304808925,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,1.789862354409976,-0.5609748304808925,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1,1.2018099353148226,0.4327933656785018,-0.4736736092984604,1.9088338437914867,0.059159876663617626,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-1.949033640858116,2.2474704895351842,2.0089333664952354,0.006145923682864339,2.5396987052416584,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,1.0760834758870417e-05,-0.5609748304808925,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,3,-0.10463740114712752,0.4327933656785018,0.7676298785983874,-0.4270883269449095,0.6792945838081278,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.5895674332202401,-0.5609748304808925,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,3,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.6697388106834584,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,3,-0.9499856776813305,3.1548090514635256,2.0089333664952354,-0.6777261627619351,3.1598334123861687,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,3,-0.2583370877897099,1.340131927606843,-0.4736736092984604,-0.6524768178931972,0.6792945838081278,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,2,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,-0.5895674332202401,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-1.0268355210026217,4.0621476133918675,2.0089333664952354,0.6566375203011968,3.779968119530679,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,2,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,1.5673257555668623,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.2583370877897099,0.4327933656785018,-0.4736736092984604,-0.4541898610440185,0.059159876663617626,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,3,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,0.9851631657133124,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,-0.68714117271299,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.678725865636738,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.6734466127841829,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,2,-2.192647644186609,-0.47454519624983954,2.0089333664952354,0.043805963487083634,0.6792945838081278,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,3,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.5219505435717555,-0.5609748304808925,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,3,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.6409220329532663,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,3,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.6238038330422576,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.6824336677374625,-0.5609748304808925,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,0.6634848002656004,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,2,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,-0.5895674332202401,-0.5609748304808925,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,3,0.27961181545932834,2.2474704895351842,-0.4736736092984604,-0.4064026941724465,1.299429290952638,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,3,-1.0268355210026217,0.4327933656785018,3.250236854392083,0.22782661253042769,1.9195639980971482,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.6734466127841829,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,1,-0.48888661775358344,2.2474704895351842,2.0089333664952354,2.8881369597604487,2.5396987052416584,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,3,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.6734466127841829,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.027787557825836348,-0.47454519624983954,-0.4736736092984604,-0.6734466127841829,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,-0.6801500998693341,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,1.2786597786361138,0.4327933656785018,-0.4736736092984604,1.1453621277604966,0.059159876663617626,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.2583370877897099,0.4327933656785018,2.0089333664952354,-0.2446357050134138,1.299429290952638,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,2.277707741812899,-0.47454519624983954,-0.4736736092984604,-0.700835732641797,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.6734466127841829,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,3.1999058616683933,-0.47454519624983954,-0.4736736092984604,0.23738541536073507,-0.5609748304808925,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,-0.48888661775358344,-0.47454519624983954,0.7676298785983874,1.2201104594919074,0.059159876663617626,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2,0.35646165878061953,-0.47454519624983954,0.7676298785983874,-0.16161243544502135,0.059159876663617626,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,2,0.35646165878061953,0.4327933656785018,-0.4736736092984604,-0.05890323597896886,0.059159876663617626,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.678725865636738,-0.5609748304808925,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.678725865636738,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,-0.6425863043961658,-0.47454519624983954,0.7676298785983874,1.6969961198927535,0.059159876663617626,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,-0.65276098001172,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,0.5870111887444931,1.340131927606843,-0.4736736092984604,-0.6777261627619351,0.6792945838081278,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.678725865636738,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,3,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.68714117271299,-0.5609748304808925,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.6828616227352379,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,0.6638610320657843,-0.47454519624983954,-0.4736736092984604,-0.678725865636738,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,3,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,-0.12224057564970128,0.059159876663617626,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,1.3555096219574048,-0.47454519624983954,-0.4736736092984604,0.8312431593934861,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-1.1421102859845584,0.4327933656785018,-0.4736736092984604,-0.4541898610440185,0.059159876663617626,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.6734466127841829,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.719436147717457,0.4327933656785018,-0.4736736092984604,-0.612677003100102,0.059159876663617626,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,3,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,-0.45404949180474824,-0.5609748304808925,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,-0.6425863043961658,-0.47454519624983954,-0.4736736092984604,-0.6777261627619351,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,3.1614809400077477,-0.47454519624983954,-0.4736736092984604,-0.6837175327307882,-0.5609748304808925,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,2,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,-0.23008523508905634,0.059159876663617626,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,-0.41203677443229225,-0.47454519624983954,0.7676298785983874,2.8881369597604487,0.059159876663617626,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,-2.1027333275006983,3.1548090514635256,2.0089333664952354,0.1216937730821734,3.1598334123861687,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,2,-0.6425863043961658,1.340131927606843,-0.4736736092984604,1.5673257555668623,0.6792945838081278,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.6734466127841829,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,2,0.24118689379868277,0.4327933656785018,-0.4736736092984604,0.08046630041649992,0.059159876663617626,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2,0.24118689379868277,-0.47454519624983954,-0.4736736092984604,-0.5039764336651963,-0.5609748304808925,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1,1.893458525206443,-0.47454519624983954,0.7676298785983874,1.6969961198927535,0.059159876663617626,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,3,-1.3342348942877864,0.4327933656785018,-0.4736736092984604,-0.5641742954722496,0.059159876663617626,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.6837175327307882,-0.5609748304808925,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,3,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,-0.7045435347425214,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,3,-0.10463740114712752,0.4327933656785018,0.7676298785983874,-0.18358193321080998,0.6792945838081278,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,1.2018099353148226,-0.47454519624983954,-0.4736736092984604,-0.7102507425928517,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,-0.678725865636738,-0.5609748304808925,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,-0.7076830126062005,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,1.3555096219574048,0.4327933656785018,-0.4736736092984604,-0.4526218339321701,0.059159876663617626,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,2,-0.027787557825836348,0.4327933656785018,-0.4736736092984604,-0.05890323597896886,0.059159876663617626,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,2,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,-0.5039764336651963,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,2,-0.48888661775358344,-0.47454519624983954,-0.4736736092984604,-0.43393560690931293,-0.5609748304808925,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,-0.7962859910387481,-0.47454519624983954,2.0089333664952354,-0.049204063909391284,0.6792945838081278,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,1,0.5870111887444931,0.4327933656785018,-0.4736736092984604,0.8689031991977054,0.059159876663617626,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.6335030051118352,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,-0.41203677443229225,-0.47454519624983954,-0.4736736092984604,1.7624732345523622,-0.5609748304808925,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,2.0089333664952354,-0.4270883269449095,0.6792945838081278,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,3,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,-0.6837175327307882,-0.5609748304808925,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,3,-0.41203677443229225,0.4327933656785018,-0.4736736092984604,-0.4064026941724465,0.059159876663617626,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,3,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,-0.7179539325528057,-0.5609748304808925,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,2,-0.8731358343600393,-0.47454519624983954,-0.4736736092984604,-0.5553310333982225,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,2,-0.7962859910387481,0.4327933656785018,0.7676298785983874,0.30913806210771927,0.6792945838081278,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,3,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,-0.6821495056189398,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-1.56478442425166,1.340131927606843,2.0089333664952354,0.22782661253042769,1.9195639980971482,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,2,0.5485862670838475,-0.47454519624983954,2.0089333664952354,-0.05890323597896886,0.6792945838081278,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,2,0.9712604053509489,-0.47454519624983954,-0.4736736092984604,-0.5039764336651963,-0.5609748304808925,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,2,1.6629089952425695,-0.47454519624983954,-0.4736736092984604,-0.5202387235806546,-0.5609748304808925,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,1,-0.5657364610748746,0.4327933656785018,-0.4736736092984604,1.3310945967949415,0.059159876663617626,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,3,2.00873329018838,-0.47454519624983954,-0.4736736092984604,-0.6734466127841829,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,0.8559856403690123,-0.47454519624983954,2.0089333664952354,-0.4526218339321701,0.6792945838081278,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.6986959576529209,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1,1.6629089952425695,-0.47454519624983954,0.7676298785983874,1.1523532006041526,0.059159876663617626,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,3,-1.0268355210026217,-0.47454519624983954,-0.4736736092984604,-0.6842892806078159,-0.5609748304808925,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,3,0.04906228549545483,-0.47454519624983954,-0.4736736092984604,-0.6734466127841829,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.6524768178931972,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.10463740114712752,6.784163299176891,2.0089333664952354,1.4320919762698932,5.64037224096421,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,3,1.1249600919935314,-0.47454519624983954,0.7676298785983874,-0.39784359421694204,0.059159876663617626,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,2,0.8175607187083667,-0.47454519624983954,-0.4736736092984604,-0.4098263341546482,-0.5609748304808925,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,3,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,-0.6828616227352379,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-0.9499856776813305,-0.47454519624983954,-0.4736736092984604,-0.6524768178931972,-0.5609748304808925,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,3,-2.1795831708219895,3.1548090514635256,0.7676298785983874,0.40970748658489564,2.5396987052416584,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,3,-1.56478442425166,-0.47454519624983954,2.0089333664952354,-0.2463475250045147,0.6792945838081278,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,1,-0.10463740114712752,-0.47454519624983954,0.7676298785983874,0.9339523588595386,0.059159876663617626,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,3,1.2018099353148226,0.4327933656785018,4.491540342288931,0.006145923682864339,2.5396987052416584,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
